[2019-06-12 16:12:15 $25692.0]	INFO	Server is reloading all workers now
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27489] abnormal exit, status=0, signal=9
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27488] abnormal exit, status=0, signal=9
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27487] abnormal exit, status=0, signal=9
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27486] abnormal exit, status=0, signal=9
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27485] abnormal exit, status=0, signal=9
[2019-06-12 16:56:18 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27484] abnormal exit, status=0, signal=9
[2019-06-12 16:56:24 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27507] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27516] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27510] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27515] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27514] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27513] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27512] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27511] exit timeout, forced kill
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27516] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27515] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27514] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27513] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27512] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27511] abnormal exit, status=0, signal=9
[2019-06-12 16:56:29 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27510] abnormal exit, status=0, signal=9
[2019-06-12 16:56:35 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27526] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27527] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27533] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27528] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27529] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27530] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27531] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27532] exit timeout, forced kill
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27527] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27533] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27532] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27531] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27530] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27529] abnormal exit, status=0, signal=9
[2019-06-12 16:56:40 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27528] abnormal exit, status=0, signal=9
[2019-06-12 16:57:03 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27543] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27544] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27545] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27550] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27549] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27548] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27547] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27546] exit timeout, forced kill
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27550] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27549] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27548] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27547] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27546] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27545] abnormal exit, status=0, signal=9
[2019-06-12 16:57:08 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27544] abnormal exit, status=0, signal=9
[2019-06-12 21:23:10 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=27561] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=27569] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=27568] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=27563] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=27564] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=27565] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=27566] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=27567] exit timeout, forced kill
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=27569] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=27568] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=27567] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=27566] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=27565] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=27564] abnormal exit, status=0, signal=9
[2019-06-12 21:23:15 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=27563] abnormal exit, status=0, signal=9
[2019-06-12 21:23:47 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=30418] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=30421] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=30422] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=30427] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=30426] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=30425] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=30424] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=30423] exit timeout, forced kill
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=30422] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=30427] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=30426] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=30425] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=30424] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=30423] abnormal exit, status=0, signal=9
[2019-06-12 21:23:52 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=30421] abnormal exit, status=0, signal=9
[2019-06-12 21:24:09 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=30447] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=30455] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=30449] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=30450] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=30451] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=30452] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=30453] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=30454] exit timeout, forced kill
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=30455] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=30453] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=30454] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=30452] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=30451] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=30450] abnormal exit, status=0, signal=9
[2019-06-12 21:24:14 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=30449] abnormal exit, status=0, signal=9
[2019-06-12 21:24:15 $27246.0]	INFO	Server is reloading all workers now
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=30465] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=30467] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=30473] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=30472] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=30471] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=30470] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=30468] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=30469] exit timeout, forced kill
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#10[pid=30473] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#11[pid=30472] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#12[pid=30471] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#13[pid=30470] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#15[pid=30469] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#14[pid=30468] abnormal exit, status=0, signal=9
[2019-06-12 21:24:20 $27246.0]	WARNING	swManager_check_exit_status: worker#9[pid=30467] abnormal exit, status=0, signal=9
[2019-06-12 21:36:32 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32106] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32107] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32108] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32109] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32110] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=32111] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=32112] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=32113] exit timeout, forced kill
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#10[pid=32108] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#15[pid=32113] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#14[pid=32112] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#13[pid=32111] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#12[pid=32110] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#11[pid=32109] abnormal exit, status=0, signal=9
[2019-06-12 21:36:37 $32105.0]	WARNING	swManager_check_exit_status: worker#9[pid=32107] abnormal exit, status=0, signal=9
[2019-06-12 21:36:52 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32134] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32141] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32135] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32140] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32139] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=32138] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=32137] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=32136] exit timeout, forced kill
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#10[pid=32135] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#11[pid=32140] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#9[pid=32141] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#12[pid=32139] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#13[pid=32138] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#14[pid=32137] abnormal exit, status=0, signal=9
[2019-06-12 21:36:57 $32105.0]	WARNING	swManager_check_exit_status: worker#15[pid=32136] abnormal exit, status=0, signal=9
[2019-06-12 21:37:32 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32144] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32155] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32153] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32154] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32156] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=32157] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=32158] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=32159] exit timeout, forced kill
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#9[pid=32155] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#15[pid=32159] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#14[pid=32158] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#13[pid=32157] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#12[pid=32156] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#11[pid=32154] abnormal exit, status=0, signal=9
[2019-06-12 21:37:37 $32105.0]	WARNING	swManager_check_exit_status: worker#10[pid=32153] abnormal exit, status=0, signal=9
[2019-06-12 21:52:31 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32172] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32173] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32179] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32178] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32177] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=32176] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=32175] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=32174] exit timeout, forced kill
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#9[pid=32173] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#10[pid=32179] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#11[pid=32178] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#12[pid=32177] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#13[pid=32176] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#14[pid=32175] abnormal exit, status=0, signal=9
[2019-06-12 21:52:36 $32105.0]	WARNING	swManager_check_exit_status: worker#15[pid=32174] abnormal exit, status=0, signal=9
[2019-06-12 21:54:07 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32318] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32319] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32320] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32321] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32322] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=32323] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=32324] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=32325] exit timeout, forced kill
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#10[pid=32320] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#14[pid=32324] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#15[pid=32325] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#13[pid=32323] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#12[pid=32322] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#11[pid=32321] abnormal exit, status=0, signal=9
[2019-06-12 21:54:12 $32105.0]	WARNING	swManager_check_exit_status: worker#9[pid=32319] abnormal exit, status=0, signal=9
[2019-06-12 22:03:02 $32105.0]	INFO	Server is reloading all workers now
[2019-06-12 22:03:07 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=32343] exit timeout, forced kill
[2019-06-12 22:03:07 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=32351] exit timeout, forced kill
[2019-06-12 22:03:07 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=32345] exit timeout, forced kill
[2019-06-12 22:03:07 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=32350] exit timeout, forced kill
[2019-06-12 22:03:07 $32105.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=32349] exit timeout, forced kill
